"gender","grade","snap1","snap2","snap3","snap4","snap5","snap6","snap7","snap8","snap9","academic_achievement"
"Girl",2,"Somewhat true","Somewhat true","Not true","Somewhat true","Somewhat true","Somewhat true","Certainly true","Not true","Somewhat true",3.11111111111111
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.55555555555556
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.44444444444444
"Girl",2,"Somewhat true","Somewhat true","Somewhat true","Not true","Not true","Somewhat true","Somewhat true","Somewhat true","Somewhat true",3.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.44444444444444
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",3.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true","Not true","Not true",4.57142857142857
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.33333333333333
"Girl",2,"Not true","Somewhat true","Somewhat true","Not true","Not true","Somewhat true","Somewhat true","Somewhat true","Somewhat true",3.375
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Somewhat true","Not true","Somewhat true","Somewhat true",3.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.75
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Certainly true","Somewhat true","Certainly true","Certainly true","Certainly true","Certainly true","Not true","Somewhat true","Somewhat true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true",3.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Somewhat true","Not true","Not true","Not true","Not true","Not true","Certainly true","Not true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Somewhat true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.375
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.8
"Girl",2,"Certainly true","Somewhat true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",3.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",1.71428571428571
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true",5.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Somewhat true","Not true","Somewhat true","Somewhat true","Somewhat true","Not true","Somewhat true","Certainly true","Somewhat true",3
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.7
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.85714285714286
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.11111111111111
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Somewhat true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Certainly true","Somewhat true","Somewhat true","Somewhat true","Not true","Not true","Not true","Somewhat true","Somewhat true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",1
"Girl",2,"Somewhat true","Somewhat true","Somewhat true","Not true","Not true","Not true","Not true","Somewhat true","Not true",3.8
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",2.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.8
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Somewhat true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",3.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Somewhat true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Somewhat true","Not true","Not true","Somewhat true","Somewhat true","Not true","Not true","Somewhat true","Somewhat true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Somewhat true","Not true","Not true","Somewhat true","Not true",4.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.83333333333333
"Girl",2,"Certainly true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",2.5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true",3.3
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.875
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",3.55555555555556
"Girl",2,"Not true","Not true","Not true","Somewhat true","Not true","Not true","Not true","Somewhat true","Somewhat true",4.66666666666667
"Girl",2,"Somewhat true","Somewhat true","Somewhat true","Not true","Somewhat true","Not true","Not true","Somewhat true","Not true",3.5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Somewhat true",3
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Somewhat true","Somewhat true","Not true","Somewhat true","Not true","Not true","Not true","Somewhat true","Not true",3
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.33333333333333
"Girl",2,"Somewhat true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Somewhat true","Not true","Somewhat true","Not true","Not true","Not true","Somewhat true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.2
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.6
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",2.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",4
"Girl",2,"Not true","Somewhat true","Somewhat true","Somewhat true","Not true","Not true","Not true","Somewhat true","Not true",3.25
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Somewhat true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.3
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.77777777777778
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.44444444444444
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.8
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.22222222222222
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.1
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",5.11111111111111
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.55555555555556
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.66666666666667
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.11111111111111
"Girl",2,"Somewhat true","Somewhat true","Somewhat true","Not true","Not true","Not true","Somewhat true","Somewhat true","Not true",3.9
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.88888888888889
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",4.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.33333333333333
"Girl",2,"Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true","Not true",3.88888888888889
